kepid,koi_disposition,ra,dec,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2
9967884,FALSE POSITIVE,297.97424,46.804562,0,1,0,0,5.428344915,2.344e-06,-2.344e-06,169.753676,0.000329,-0.000329,0.911,0.15,-0.063,1.8931,0.0328,-0.0328,13756,139,-139,14.88,4.81,-1.6,1033,NA,NA,269.19,260.64,-83.78,5936,176,-211,4.501,0.039,-0.221,0.965,0.312,-0.104
10016874,CANDIDATE,294.02298,46.99955,0,0,0,0,16.30141333,2.702e-05,-2.702e-05,172.14753,0.00133,-0.00133,0.786,0.035,-0.549,3.5764,0.0665,-0.0665,942.3,17.3,-17.3,3.84,1.19,-0.73,805,NA,NA,99.08,90.11,-42.58,6072,168,-210,4.328,0.132,-0.198,1.138,0.351,-0.216
10189546,CANDIDATE,283.0228,47.261131,0,0,0,0,24.61480613,3.227e-05,-3.227e-05,191.741225,0.000999,-0.000999,0.435,0.268,-0.297,2.6602,0.0407,-0.0407,1798,28.8,-28.8,4.2,0.45,-0.5,586,NA,NA,27.93,8.48,-7.5,5312,79,-79,4.384,0.137,-0.074,0.986,0.107,-0.117
10189546,CONFIRMED,283.0228,47.261131,0,0,0,0,42.949522,0.0001488,-0.0001488,153.73786,0.00264,-0.00264,0.013,0.42,-0.013,5.4154,0.0898,-0.0898,959.1,25.2,-25.2,2.98,0.32,-0.35,487,NA,NA,13.29,4.04,-3.57,5312,79,-79,4.384,0.137,-0.074,0.986,0.107,-0.117
10189546,CONFIRMED,283.0228,47.261131,0,0,0,0,117.033521,0.001124,-0.001124,245.65151,0.00728,-0.00728,0.188,0.257,-0.188,6.822,0.209,-0.209,770.4,37.4,-37.4,2.68,0.29,-0.32,349,NA,NA,3.49,1.06,-0.93,5312,79,-79,4.384,0.137,-0.074,0.986,0.107,-0.117
10748393,FALSE POSITIVE,297.71039,48.083832,1,0,0,0,386.39833,0.0123,-0.0123,365.94877,0.00848,-0.00848,0.287,0.192,-0.287,8.519,0.874,-0.874,748,313,-313,2.2,0.36,-0.23,214,NA,NA,0.49,0.28,-0.14,5284,185,-185,4.523,0.076,-0.102,0.812,0.133,-0.082
11192998,CONFIRMED,293.16016,48.881191,0,0,0,0,1.55400389,9.87e-07,-9.87e-07,169.830304,0.000523,-0.000523,0.016,0.286,-0.015,1.7664,0.0161,-0.0161,465.8,6.6,-6.6,1.59,0.31,-0.12,1313,NA,NA,704.5,426.4,-167.41,5409,162,-146,4.609,0.03,-0.12,0.746,0.145,-0.058
11192998,CONFIRMED,293.16016,48.881191,0,0,0,0,34.25951418,7.198e-05,-7.198e-05,183.23718,0.00166,-0.00166,0.008,0.404,-0.008,4.7743,0.0553,-0.0553,1072.5,16.8,-16.8,2.41,0.46,-0.19,468,NA,NA,11.36,6.88,-2.7,5409,162,-146,4.609,0.03,-0.12,0.746,0.145,-0.058
8823868,FALSE POSITIVE,293.78574,45.01849,1,0,0,0,23.8761144,2.239e-05,-2.239e-05,143.07006,0.000773,-0.000773,0.014,0.214,-0.014,9.3113,0.0271,-0.0271,1611.7,8.5,-8.5,10.45,3.98,-1.71,1481,NA,NA,1135.6,1278.98,-464.56,9974,275,-413,4.048,0.115,-0.214,2.533,0.965,-0.414
11255761,FALSE POSITIVE,296.80893,48.965389,0,1,1,0,4.99270186,1.125e-05,-1.125e-05,169.55323,0.00189,-0.00189,1.232,22.92,-0.233,3.1008,0.0878,-0.0878,557.4,15.7,-15.7,26.6,7.08,-3.8,1051,NA,NA,288.29,224.86,-98.17,5724,152,-152,4.429,0.101,-0.188,0.951,0.253,-0.136
11497977,CONFIRMED,286.55103,49.418739,0,0,0,0,4.79860021,5.329e-06,-5.329e-06,173.257466,0.000839,-0.000839,0.594,0.02,-0.463,3.0384,0.0367,-0.0367,817.4,10.6,-10.6,2.51,0.62,-0.2,978,NA,NA,216.54,156.47,-54.81,5631,152,-169,4.557,0.042,-0.168,0.847,0.207,-0.069
9941859,CONFIRMED,287.1011,46.896481,0,0,0,0,9.57665962,1.065e-05,-1.065e-05,176.683759,9e-04,-9e-04,0.043,0.326,-0.043,3.3603,0.0295,-0.0295,746.8,9.9,-9.9,2.88,0.51,-0.46,846,NA,NA,121.26,57.08,-40.34,5386,80,-72,4.322,0.159,-0.13,1.076,0.191,-0.173
9941859,CONFIRMED,287.1011,46.896481,0,0,0,0,96.6781852,0.000277,-0.000277,140.18339,0.00251,-0.00251,0.336,0.111,-0.336,5.6957,0.0832,-0.0832,951.3,21.6,-21.6,3.29,0.59,-0.53,392,NA,NA,5.55,2.62,-1.84,5386,80,-72,4.322,0.159,-0.13,1.076,0.191,-0.173
9941859,CONFIRMED,287.1011,46.896481,0,0,0,0,20.55280311,3.574e-05,-3.574e-05,145.02837,0.00138,-0.00138,0.568,0.023,-0.45,2.2013,0.0434,-0.0434,727.3,18.8,-18.8,2.99,0.53,-0.48,656,NA,NA,43.8,20.61,-14.57,5386,80,-72,4.322,0.159,-0.13,1.076,0.191,-0.173
10068030,FALSE POSITIVE,288.84903,47.021969,0,1,0,0,2.023123903,1.254e-06,-1.254e-06,170.513161,0.000476,-0.000476,0.026,0.398,-0.026,1.1829,0.0196,-0.0196,1288.9,20.5,-20.5,2.87,0.58,-0.25,1266,NA,NA,608.26,403.56,-168.55,5559,194,-194,4.578,0.034,-0.136,0.803,0.164,-0.07
10266615,CONFIRMED,288.67068,47.399139,0,0,0,0,10.94026745,3.014e-05,-3.014e-05,170.30551,0.00221,-0.00221,0.595,0.037,-0.453,2.3494,0.0691,-0.0691,538.6,20.2,-20.2,2.08,0.52,-0.18,764,NA,NA,80.52,59,-21.39,5749,156,-173,4.547,0.042,-0.168,0.864,0.214,-0.077
6444896,FALSE POSITIVE,292.50378,41.830421,1,0,0,0,19.5352551,0.0001018,-0.0001018,148.20374,0.00531,-0.00531,0.702,0.235,-0.496,1.013,0.145,-0.145,1732,239,-239,0.53,0,0,161,NA,NA,0.16,0,0,2703,0,0,5.274,0,0,0.118,0,0
10395543,CANDIDATE,287.69119,47.546902,0,0,0,0,3.687469832,3.9e-07,-3.9e-07,170.8803594,8.45e-05,-8.45e-05,0.919,0.026,-0.016,1.0668,0.0166,-0.0166,5057.6,18.9,-18.9,5.78,0.22,-0.34,690,NA,NA,53.6,8.84,-9.66,4004,79,-79,4.659,0.035,-0.015,0.606,0.023,-0.035
8822216,CONFIRMED,293.17133,45.065601,0,0,0,0,151.863949,0.001387,-0.001387,143.31451,0.00719,-0.00719,0.016,0.437,-0.016,8.577,0.201,-0.201,747,33.9,-33.9,2.41,0.58,-0.23,318,NA,NA,2.43,1.68,-0.68,5713,138,-173,4.541,0.042,-0.168,0.893,0.215,-0.086
9020160,CONFIRMED,291.18338,45.32317,0,0,0,0,5.945043548,7.553e-06,-7.553e-06,170.472237,0.00099,-0.00099,0.763,0.093,-0.53,2.7004,0.0376,-0.0376,800.2,13.2,-13.2,2.69,0.14,-0.23,857,NA,NA,127.64,22.77,-27.56,5105,84,-76,4.469,0.09,-0.03,0.868,0.044,-0.076
7941200,CANDIDATE,283.37482,43.788219,0,0,0,0,65.7045275,0.0001061,-0.0001061,137.44275,0.0014,-0.0014,0.663,0.197,-0.434,3.3104,0.0469,-0.0469,636.1,10.3,-10.3,2.78,0.42,-0.25,472,NA,NA,11.72,4.96,-2.8,5918,106,-130,4.403,0.08,-0.12,1.043,0.158,-0.092
9020160,CONFIRMED,291.18338,45.32317,0,0,0,0,17.73842886,5.926e-05,-5.926e-05,148.99011,0.00285,-0.00285,0.845,0.073,-0.615,3.0049,0.0876,-0.0876,605.5,22.3,-22.3,2.47,0.12,-0.22,596,NA,NA,29.74,5.3,-6.42,5105,84,-76,4.469,0.09,-0.03,0.868,0.044,-0.076
9020160,CONFIRMED,291.18338,45.32317,0,0,0,0,9.93962361,5.538e-05,-5.538e-05,131.58267,0.00421,-0.00421,0.934,0.01,-0.661,3.432,0.103,-0.103,300.1,15.5,-15.5,1.93,0.09,-0.17,722,NA,NA,64.29,11.47,-13.88,5105,84,-76,4.469,0.09,-0.03,0.868,0.044,-0.076
10418224,CONFIRMED,296.81369,47.526611,0,0,0,0,6.8731664,2.165e-06,-2.165e-06,172.518826,0.00024,-0.00024,0.055,0.132,-0.055,6.8569,0.0132,-0.0132,3753.8,8.4,-8.4,13.44,1.02,-1.12,1482,NA,NA,1140.56,288.6,-256.49,6490,129,-129,3.942,0.055,-0.049,2.179,0.166,-0.182
10616679,CONFIRMED,297.70023,47.86375,0,0,0,0,8.600099313,5.05e-06,-5.05e-06,172.529281,0.00042,-0.00042,0.048,0.235,-0.048,4.0077,0.0199,-0.0199,2791.6,15.5,-15.5,4.17,0.53,-0.49,760,NA,NA,78.72,34.05,-23.7,5246,158,-142,4.501,0.102,-0.085,0.805,0.103,-0.094
10717241,CONFIRMED,285.48505,48.054321,0,0,0,0,12.37646897,1.383e-05,-1.383e-05,179.404945,0.000869,-0.000869,0.468,0.347,-0.276,2.7075,0.0376,-0.0376,1709,23.8,-23.8,2.53,0.12,-0.11,483,NA,NA,12.87,2.37,-2.07,4200,84,-84,4.664,0.022,-0.025,0.607,0.028,-0.028
10717241,CANDIDATE,285.48505,48.054321,0,0,0,0,9.340538,0.0001052,-0.0001052,135.12248,0.00859,-0.00859,0.074,0.385,-0.074,2.57,0.292,-0.292,200.8,22.6,-22.6,0.84,0.04,-0.04,530,NA,NA,18.69,3.45,-3.01,4200,84,-84,4.664,0.022,-0.025,0.607,0.028,-0.028
7303287,CANDIDATE,297.46533,42.882839,0,0,0,0,330.071558,0.006272,-0.006272,340.9871,0.0109,-0.0109,0.681,0.048,-0.491,4.295,0.398,-0.398,616.7,66,-66,2.94,0.46,-0.38,286,NA,NA,1.58,0.69,-0.47,5933,107,-119,4.342,0.115,-0.115,1.115,0.174,-0.142
10843590,CONFIRMED,282.46051,48.257118,0,0,0,0,18.87022157,2.58e-05,-2.58e-05,178.71167,0.00105,-0.00105,0.013,0.409,-0.013,3.1404,0.0405,-0.0405,1096.6,16.8,-16.8,2.82,0.53,-0.39,621,NA,NA,35.13,21.35,-11.94,5402,175,-159,4.452,0.126,-0.14,0.865,0.164,-0.119
6850504,CONFIRMED,287.698,42.338718,0,0,0,0,19.5776073,0.0001427,-0.0001427,135.2032,0.00597,-0.00597,0.049,0.394,-0.049,3.382,0.17,-0.17,98.1,6,-6,0.9,0.1,-0.08,628,NA,NA,36.82,12.2,-8.67,5465,109,-109,4.449,0.085,-0.085,0.925,0.101,-0.083
12061222,CONFIRMED,291.2211,50.581299,0,0,0,0,17.20522898,2.46e-05,-2.46e-05,175.05878,0.0011,-0.0011,0.012,0.391,-0.012,3.6688,0.0405,-0.0405,1080.6,16.6,-16.6,2.22,0.33,-0.16,553,NA,NA,22.05,10.12,-5.06,5211,141,-141,4.643,0.03,-0.09,0.689,0.1,-0.05
12316431,FALSE POSITIVE,296.10959,51.005501,0,1,1,1,17.90766147,3.764e-05,-3.764e-05,175.55977,0.00176,-0.00176,0.978,0.081,-0.02,5.396,0.111,-0.111,1089.3,18.7,-18.7,4.89,1.59,-0.53,731,NA,NA,67.59,64.58,-20.61,6153,165,-202,4.471,0.054,-0.216,0.993,0.324,-0.108
12404305,CONFIRMED,289.52115,51.237309,0,0,0,0,22.18332255,4.401e-05,-4.401e-05,169.49619,0.00158,-0.00158,0.024,0.367,-0.024,5.1364,0.0539,-0.0539,748.1,12.2,-12.2,2.78,0.38,-0.39,646,NA,NA,41.24,16.74,-12.86,5565,111,-100,4.361,0.138,-0.103,1.03,0.144,-0.144
10212441,FALSE POSITIVE,293.72586,47.24704,1,0,0,0,354.78194,0.01105,-0.01105,175.7246,0.0156,-0.0156,1.17,78.45,-2.437,6.46,1.1,-1.1,193,32.6,-32.6,30.53,5.05,-7.56,325,NA,NA,2.62,1.23,-1.22,5798,116,-81,4.025,0.208,-0.112,1.525,0.252,-0.378
12834874,CONFIRMED,290.24704,52.149132,0,0,0,0,7.65880048,1.326e-05,-1.326e-05,173.03964,0.00137,-0.00137,0.017,0.407,-0.017,3.0427,0.0459,-0.0459,668.2,13.6,-13.6,2.19,0.56,-0.23,858,NA,NA,128.18,95.03,-36.64,5657,152,-152,4.508,0.069,-0.161,0.855,0.215,-0.092
2557816,CONFIRMED,286.9639,37.829708,0,0,0,0,9.3789167,2.173e-05,-2.173e-05,176.45197,0.00188,-0.00188,0.671,0.241,-0.437,3.3427,0.0617,-0.0617,563.5,15.1,-15.1,2.03,0.41,-0.27,803,NA,NA,98.22,61.04,-32.93,5684,170,-170,4.493,0.112,-0.138,0.808,0.162,-0.108
10454313,CONFIRMED,284.2572,47.68895,0,0,0,0,4.221626193,5.023e-06,-5.023e-06,173.699895,0.000919,-0.000919,0.847,0.004,-0.616,3.0619,0.0416,-0.0416,658,9,-9,2.87,0.96,-0.32,1176,NA,NA,453.2,446.34,-138.2,6123,171,-192,4.472,0.052,-0.221,0.987,0.329,-0.11
10513530,CONFIRMED,280.64136,47.751942,0,0,0,0,16.54967098,4.378e-05,-4.378e-05,171.69398,0.00208,-0.00208,0.88,0.051,-0.622,4.3808,0.0856,-0.0856,744.5,17,-17,2.95,0.63,-0.41,656,NA,NA,43.72,28.48,-15.12,5372,160,-160,4.434,0.112,-0.154,0.916,0.194,-0.129
5866724,CONFIRMED,288.68869,41.15118,0,0,0,0,2.154911236,2.507e-06,-2.507e-06,133.498613,0.000939,-0.000939,0.113,0.345,-0.113,3.1341,0.027,-0.027,99.7,1.4,-1.4,1.42,0.06,-0.08,1740,NA,NA,2162.35,277.92,-354.64,6181,68,-86,4.22,0.033,-0.027,1.424,0.056,-0.085
8121310,CANDIDATE,298.81638,43.998039,0,0,0,0,11.505879,0.0002263,-0.0002263,136.2363,0.0173,-0.0173,0.029,0.441,-0.029,5.583,0.516,-0.516,49.8,4.8,-4.8,0.99,0.17,-0.09,1000,NA,NA,236.35,113.65,-58.85,6336,113,-139,4.266,0.063,-0.117,1.403,0.245,-0.132
10513530,CANDIDATE,280.64136,47.751942,0,0,0,0,3.52467888,3.044e-05,-3.044e-05,131.63994,0.00687,-0.00687,0.976,0.029,-0.685,2.484,0.136,-0.136,129.7,12.7,-12.7,1.46,0.31,-0.2,1098,NA,NA,344.61,224.46,-119.21,5372,160,-160,4.434,0.112,-0.154,0.916,0.194,-0.129
10554999,CONFIRMED,298.66373,47.762039,0,0,0,0,6.400157105,9.02e-06,-9.02e-06,174.02214,0.0011,-0.0011,0.898,0.013,-0.693,2.0004,0.0418,-0.0418,743.2,17.4,-17.4,2.52,0.37,-0.22,810,NA,NA,101.72,49.04,-25.58,5299,159,-143,4.597,0.032,-0.097,0.766,0.113,-0.066
9076513,CONFIRMED,286.00494,45.480389,0,0,0,0,2.437029217,5.017e-06,-5.017e-06,170.73808,0.0017,-0.0017,0.014,0.425,-0.014,3.2005,0.052,-0.052,244,5.8,-5.8,2.04,0.34,-0.41,1513,NA,NA,1237.66,531.44,-487.63,5573,75,-75,4.177,0.203,-0.101,1.329,0.218,-0.266
9146018,CONFIRMED,287.91791,45.592869,0,0,0,0,9.9267215,1.163e-05,-1.163e-05,175.68671,0.000912,-0.000912,0.625,0.052,-0.452,3.8428,0.0379,-0.0379,725.5,8,-8,2.76,0.38,-0.23,803,NA,NA,98.34,39.83,-21.78,5475,109,-109,4.43,0.081,-0.108,0.982,0.137,-0.08
9146018,CONFIRMED,287.91791,45.592869,0,0,0,0,21.22349325,4.85e-05,-4.85e-05,170.37387,0.00192,-0.00192,0.794,0.066,-0.543,4.9416,0.0818,-0.0818,582.9,10.4,-10.4,2.63,0.37,-0.21,623,NA,NA,35.69,14.46,-7.9,5475,109,-109,4.43,0.081,-0.108,0.982,0.137,-0.08
11615258,FALSE POSITIVE,294.15775,49.614971,1,0,0,0,367.07446,0.0195,-0.0195,182.838,0.0414,-0.0414,0.093,0.371,-0.093,5.887,0.989,-0.989,368.3,70.9,-70.9,2.15,0.71,-0.24,287,NA,NA,1.59,1.55,-0.48,6315,168,-205,4.407,0.067,-0.216,1.116,0.37,-0.123
9146018,CONFIRMED,287.91791,45.592869,0,0,0,0,6.47027706,4.536e-05,-4.536e-05,136.50567,0.00582,-0.00582,0.732,0.212,-0.511,3.343,0.139,-0.139,116.9,7.1,-7.1,1.15,0.16,-0.1,926,NA,NA,173.79,70.38,-38.5,5475,109,-109,4.43,0.081,-0.108,0.982,0.137,-0.08
9279669,CONFIRMED,291.35464,45.747898,0,0,0,0,3.722158895,3.79e-06,-3.79e-06,171.560055,0.000814,-0.000814,0.644,0.232,-0.435,1.9941,0.0311,-0.0311,757.4,12.8,-12.8,2.33,0.53,-0.21,1046,NA,NA,283.28,190.36,-73.34,5617,152,-152,4.574,0.038,-0.152,0.806,0.182,-0.073
10843590,CONFIRMED,282.46051,48.257118,0,0,0,0,46.9026431,0.0001511,-0.0001511,154.30327,0.00274,-0.00274,0.645,0.249,-0.424,3.9264,0.0803,-0.0803,821.3,21.8,-21.8,2.6,0.49,-0.36,458,NA,NA,10.44,6.35,-3.55,5402,175,-159,4.452,0.126,-0.14,0.865,0.164,-0.119
10858832,CONFIRMED,290.74768,48.242008,0,0,0,0,5.263415218,3.366e-06,-3.366e-06,174.351207,0.000487,-0.000487,0.853,0.015,-0.59,2.1446,0.0461,-0.0461,1030.7,10.5,-10.5,3.77,1.31,-0.44,1103,NA,NA,349.4,360.02,-112.58,6099,171,-214,4.456,0.056,-0.224,1.028,0.358,-0.119
10937029,CONFIRMED,298.55084,48.332451,0,0,0,0,4.030466786,1.574e-06,-1.574e-06,171.092308,0.000301,-0.000301,0.033,0.283,-0.033,2.7734,0.0149,-0.0149,2908.3,14.8,-14.8,4.48,0.42,-0.21,970,NA,NA,209.11,61.29,-33.65,5234,103,-103,4.542,0.028,-0.083,0.854,0.08,-0.04
11599038,FALSE POSITIVE,284.84662,49.692402,0,0,1,0,9.27989,0.0002336,-0.0002336,133.7457,0.0194,-0.0194,0.579,0.386,-0.366,3.33,0.72,-0.72,164.3,24.1,-24.1,1.29,0.4,-0.16,897,NA,NA,152.86,140.84,-50.51,6052,163,-199,4.456,0.07,-0.21,0.967,0.304,-0.121
10937029,CONFIRMED,298.55084,48.332451,0,0,0,0,328.240201,0.0003583,-0.0003583,199.203375,0.000858,-0.000858,0.75,0.006,-0.011,12.2726,0.0671,-0.0671,13889,52.2,-52.2,10.99,1.03,-0.51,224,NA,NA,0.59,0.18,-0.09,5234,103,-103,4.542,0.028,-0.083,0.854,0.08,-0.04
11656302,FALSE POSITIVE,288.6925,49.72353,0,1,0,0,22.264806569,5.42e-06,-5.42e-06,173.103028,0.000196,-0.000196,0.75,0.002,-0.002,8.7941,0.0137,-0.0137,19373,28.4,-28.4,12.34,3.3,-1.11,585,NA,NA,27.79,22.46,-7.13,5681,169,-152,4.566,0.042,-0.179,0.813,0.218,-0.073
2576197,FALSE POSITIVE,291.54099,37.816559,0,0,1,0,2.217038096,3.103e-06,-3.103e-06,171.69587,0.00114,-0.00114,0.754,0.205,-0.506,1.8575,0.0487,-0.0487,543.7,12.8,-12.8,3.23,1,-0.35,1697,NA,NA,1956.29,1729.19,-634.2,6521,155,-252,4.352,0.052,-0.195,1.276,0.395,-0.141
2576197,FALSE POSITIVE,291.54099,37.816559,0,0,0,0,8.874603,0.0002549,-0.0002549,140.2954,0.0244,-0.0244,0.1897,0.2555,-0.1897,2.88,0.668,-0.668,93.3,21.2,-21.2,1.24,0.77,-0.18,1070,NA,NA,309.5,580.82,-121.01,6517,168,-286,4.349,0.065,-0.353,1.278,0.782,-0.187
3239945,CONFIRMED,292.65842,38.34539,0,0,0,0,4.393157678,5.485e-06,-5.485e-06,172.867528,0.000991,-0.000991,0.102,0.356,-0.102,2.4455,0.0343,-0.0343,447.2,7.8,-7.8,1.41,0.11,-0.04,807,NA,NA,99.9,25.68,-13.19,4799,95,-95,4.631,0.012,-0.048,0.692,0.054,-0.021
10387742,FALSE POSITIVE,283.42911,47.59251,1,0,0,0,251.7512,0.002883,-0.002883,271.06864,0.00693,-0.00693,0.943,0.032,-0.671,4.314,0.436,-0.436,114.3,18.6,-18.6,1.25,0.18,-0.08,272,NA,NA,1.29,0.52,-0.25,5640,101,-113,4.492,0.045,-0.113,0.921,0.131,-0.061
10187017,CONFIRMED,281.48273,47.208031,0,0,0,0,16.145671932,7.44e-06,-7.44e-06,134.754877,0.000394,-0.000394,0.75,0.016,-0.514,3.7236,0.025,-0.025,941.1,4.2,-4.2,2.48,0.16,-0.1,546,NA,NA,20.98,4.77,-3.16,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03
3239945,CONFIRMED,292.65842,38.34539,1,0,0,0,1071.232624,0.0006435,-0.0006435,420.286557,0.000452,-0.000452,0.216,0.054,-0.083,16.1784,0.0498,-0.0498,19046,36.1,-36.1,9.27,0.73,-0.28,129,NA,NA,0.07,0.01,-0.01,4799,95,-95,4.631,0.012,-0.048,0.692,0.054,-0.021
10554999,CONFIRMED,298.66373,47.762039,0,0,0,0,2.735900074,4.502e-06,-4.502e-06,171.0964,0.00128,-0.00128,0.189,0.25,-0.189,1.9359,0.0432,-0.0432,428.9,11.2,-11.2,1.56,0.24,-0.13,1075,NA,NA,315.95,152.33,-79.45,5299,159,-143,4.597,0.032,-0.097,0.766,0.113,-0.066
10873260,CONFIRMED,296.38553,48.233452,0,0,0,0,5.852968845,4.978e-06,-4.978e-06,171.181624,0.00065,-0.00065,0.316,0.064,-0.316,4.5973,0.0315,-0.0315,1146.5,8.7,-8.7,3.46,1.13,-0.38,1056,NA,NA,293.93,289.95,-90.07,6050,181,-199,4.45,0.07,-0.21,1.013,0.333,-0.111
10965008,CONFIRMED,286.02402,48.43177,0,0,0,0,81.1701587,0.0003838,-0.0003838,178.58702,0.0033,-0.0033,0.875,0.038,-0.595,8.358,0.216,-0.216,1183.2,26.3,-26.3,4.71,0.81,-0.89,436,NA,NA,8.55,3.89,-3.19,5460,81,-65,4.263,0.186,-0.124,1.165,0.2,-0.22
11073351,CONFIRMED,285.79068,48.683262,0,0,0,0,2.820190603,3.592e-06,-3.592e-06,170.787705,0.000973,-0.000973,0.614,0.266,-0.417,2.554,0.0354,-0.0354,467.5,8.4,-8.4,2.53,0.4,-0.27,1367,NA,NA,824.92,343.24,-199.16,5831,78,-78,4.359,0.095,-0.116,1.121,0.178,-0.118
11090765,CONFIRMED,294.95145,48.651192,0,0,0,0,21.21712312,6.192e-05,-6.192e-05,171.64936,0.00231,-0.00231,0.89,0.012,-0.644,5.89,0.16,-0.16,636,13,-13,2.97,0.99,-0.33,706,NA,NA,58.63,57.34,-18.18,6191,169,-206,4.438,0.07,-0.21,1.007,0.335,-0.112
11246364,FALSE POSITIVE,292.97882,48.99667,0,0,0,0,200,NA,NA,171.27413,NA,NA,NA,NA,NA,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9570741,CONFIRMED,282.7868,46.244991,0,0,0,0,15.77980122,4.673e-05,-4.673e-05,175.96934,0.00234,-0.00234,0.025,0.413,-0.025,4.0369,0.074,-0.074,541.4,15.8,-15.8,2.11,0.62,-0.2,713,NA,NA,60.96,52.21,-17.01,5941,160,-178,4.519,0.048,-0.204,0.911,0.266,-0.089
9607164,CONFIRMED,298.38483,46.276039,0,0,0,0,14.03490255,2.387e-05,-2.387e-05,171.60491,0.0013,-0.0013,0.66,0.037,-0.486,3.638,0.0598,-0.0598,851.8,15.9,-15.9,2.41,0.32,-0.28,641,NA,NA,39.97,17.47,-11.97,5258,158,-142,4.513,0.095,-0.086,0.785,0.102,-0.091
9631762,CONFIRMED,282.45059,46.3214,0,0,0,0,10.35586478,2.054e-05,-2.054e-05,175.68106,0.0016,-0.0016,0.178,0.282,-0.178,2.8431,0.0515,-0.0515,660.9,15.5,-15.5,1.92,0.05,-0.11,620,NA,NA,34.93,4.12,-6,4646,74,-83,4.539,0.054,-0.012,0.778,0.019,-0.044
6462863,CONFIRMED,297.33307,41.891121,0,0,0,0,22.342964828,3.404e-06,-3.404e-06,132.741641,0.000128,-0.000128,0.031,0.045,-0.031,6.66405,0.0039,-0.0039,5612.8,5.3,-5.3,9.99,1.82,-1.5,785,NA,NA,89.61,44.96,-30.27,6181,111,-135,4.234,0.143,-0.117,1.331,0.243,-0.199
9782691,CONFIRMED,296.4986,46.57724,0,0,0,0,11.38840217,3.81e-05,-3.81e-05,174.55377,0.00255,-0.00255,0.243,0.213,-0.243,3.6949,0.0829,-0.0829,438,14,-14,3.04,0.49,-0.59,979,NA,NA,216.55,90.84,-83.63,5876,79,-79,4.151,0.162,-0.108,1.456,0.233,-0.284
11709124,CONFIRMED,289.78052,49.89653,0,0,0,0,20.5498184,2.349e-05,-2.349e-05,178.946396,0.000931,-0.000931,0.649,0.168,-0.4,5.5484,0.0746,-0.0746,1564.3,13.6,-13.6,4.04,0.54,-0.4,657,NA,NA,44.11,17.25,-10.69,5688,113,-101,4.415,0.1,-0.1,0.971,0.13,-0.095
11709124,CANDIDATE,289.78052,49.89653,0,0,0,0,934.09418462,0,0,657.26877,0.00128,-0.00128,0.4948,0.0523,-0.2024,17.489,0.177,-0.177,8709.6,63.6,-63.6,7.89,3.32,-0.59,177,NA,NA,0.23,0.29,-0.05,5937,162,-155,4.559,0.03,-0.297,0.832,0.35,-0.062
11805075,CANDIDATE,286.65689,50.021568,0,0,0,0,199.83920527,4.532e-05,-4.532e-05,225.35896,0.000175,-0.000175,0.811,0.008,-0.007,4.378,0.0138,-0.0138,44490,126,-126,21.48,4.95,-1.75,276,NA,NA,1.36,0.96,-0.33,5457,164,-147,4.548,0.028,-0.171,0.869,0.2,-0.071
11599038,FALSE POSITIVE,284.84662,49.692402,1,0,0,0,17.4217322,0.0003135,-0.0003135,145.9011,0.0137,-0.0137,0.415,0.038,-0.415,4.718,0.468,-0.468,208.4,25.8,-25.8,1.42,0.45,-0.18,727,NA,NA,65.92,60.74,-21.78,6052,163,-199,4.456,0.07,-0.21,0.967,0.304,-0.121
11824222,FALSE POSITIVE,296.61859,50.022011,0,1,0,0,15.84132627,6.488e-06,-6.488e-06,177.142109,0.000331,-0.000331,0.891,3.523,-0.087,1.8215,0.0234,-0.0234,31083,284,-284,16.84,1.76,-1.6,575,NA,NA,25.77,9.6,-7.11,5119,154,-154,4.575,0.072,-0.048,0.702,0.073,-0.067
12302530,CONFIRMED,288.49582,51.08194,0,0,0,0,5.931196562,5.348e-06,-5.348e-06,174.796908,0.000706,-0.000706,0.886,0.019,-0.616,2.4999,0.0528,-0.0528,1007.4,12.6,-12.6,2.01,0.12,-0.13,562,NA,NA,23.5,4.7,-4.67,3984,71,-86,4.72,0.03,-0.03,0.539,0.031,-0.035
11904151,CONFIRMED,285.67938,50.241299,1,0,0,0,0.837491225,3.03e-07,-3.03e-07,131.574858,0.000282,-0.000282,0.022,0.388,-0.022,1.796,0.0104,-0.0104,190.4,1.2,-1.2,1.43,0.08,-0.06,1980,NA,NA,3630.32,654.58,-443.61,5676,85,-68,4.347,0.03,-0.03,1.044,0.057,-0.042
